event_id,user_id,product_id,event_type,event_timestamp
E00012067,U009425,P001021,view,2024-01-29T23:55:47.767418
E00012068,U001388,P001652,view,2024-01-25T01:45:29.751760
E00012069,U004254,P000451,view,2024-05-06T20:20:49.911259
E00012070,U004064,P000130,view,2024-06-02T16:48:47.799116
E00012071,U009463,P000754,cart,2025-09-15T14:50:29.220708
E00012072,U000918,P001665,view,2025-07-04T21:16:16.516952
E00012073,U001294,P001450,cart,2025-10-02T21:01:03.301153
E00012074,U002151,P001256,cart,2024-04-16T12:10:37.475516
E00012075,U004503,P001337,view,2025-03-13T18:51:18.278702
E00012076,U009960,P001478,view,2025-03-27T09:01:59.868504
E00012077,U003886,P001158,view,2025-08-02T17:03:01.790945
E00012078,U009784,P001802,purchase,2025-08-09T18:50:01.495766
E00012079,U003022,P000140,view,2025-03-24T06:47:39.212371
E00012080,U003234,P001947,view,2024-02-24T09:50:44.437389
E00012081,U008237,P001351,view,2024-01-26T08:00:33.708865
E00012082,U002973,P000184,wishlist,2024-10-14T19:28:34.938391
E00012083,U002093,P001046,view,2024-07-13T16:17:00.674496
E00012084,U009821,P000023,wishlist,2025-06-04T11:33:24.600517
E00012085,U001679,P000278,view,2025-09-07T14:40:07.352020
E00012086,U004235,P001932,view,2025-10-10T04:30:27.489601
E00012087,U003443,P000696,view,2025-11-05T16:43:12.259497
E00012088,U002171,P000313,wishlist,2024-07-07T18:19:12.045513
E00012089,U003678,P001636,cart,2025-06-16T09:14:07.973029
E00012090,U008457,P001089,view,2025-08-20T12:47:36.336486
E00012091,U008240,P001847,purchase,2025-07-27T10:43:17.423227
E00012092,U005288,P001065,view,2024-06-15T16:35:21.258405
E00012093,U005268,P001828,cart,2025-11-12T13:20:50.689448
E00012094,U000010,P001439,view,2025-10-19T12:51:25.077917
E00012095,U000380,P000651,wishlist,2025-03-17T10:10:11.796578
E00012096,U002594,P000763,cart,2024-05-21T04:59:56.905750
E00012097,U007450,P000277,view,2024-03-03T15:13:09.422846
E00012098,U001268,P000957,cart,2025-04-06T15:25:47.549792
E00012099,U005438,P001132,view,2025-06-18T07:04:15.659355
E00012100,U002792,P001843,cart,2024-08-30T15:41:53.721386
E00012101,U003316,P001086,cart,2024-02-05T23:29:54.320750
E00012102,U007727,P001212,view,2025-09-18T08:36:54.447533
E00012103,U006774,P000519,view,2024-03-27T17:29:54.287557
E00012104,U003823,P000363,view,2025-03-24T15:49:58.143790
E00012105,U006372,P000766,view,2024-05-22T08:23:08.382864
E00012106,U003446,P000670,wishlist,2025-07-22T19:07:54.472875
E00012107,U006891,P000003,cart,2024-01-14T18:18:58.994178
E00012108,U009550,P001825,view,2025-01-21T07:47:11.849735
E00012109,U003152,P001528,view,2024-10-17T07:09:46.429240
E00012110,U001300,P000499,view,2025-09-17T05:36:15.323233
E00012111,U001884,P001961,view,2024-08-22T12:52:39.812056
E00012112,U009314,P001786,view,2024-02-16T18:36:14.564781
E00012113,U006565,P000859,view,2024-04-24T07:25:58.358746
E00012114,U000001,P001416,view,2025-09-22T09:02:17.315929
E00012115,U009768,P001563,view,2025-01-06T04:08:36.775978
E00012116,U001497,P000517,cart,2025-03-07T20:29:27.560909
E00012117,U004809,P000088,view,2024-05-21T06:45:16.617611
E00012118,U005978,P001079,view,2024-09-28T19:03:03.524549
E00012119,U008677,P000406,view,2024-06-06T13:00:15.752526
E00012120,U009222,P001759,cart,2024-06-29T23:18:00.588994
E00012121,U000260,P000146,view,2024-12-18T12:12:43.873921
E00012122,U001999,P001103,view,2024-03-08T21:44:34.470351
E00012123,U009234,P001941,view,2025-02-16T20:57:29.784648
E00012124,U003274,P001506,view,2024-08-02T16:44:58.174861
E00012125,U001879,P000258,cart,2024-09-18T03:42:13.771030
E00012126,U005673,P001517,cart,2025-06-03T19:22:58.745081
E00012127,U001970,P000826,view,2024-09-01T03:10:54.259906
E00012128,U005250,P000029,view,2025-01-25T06:22:28.227278
E00012129,U008225,P001837,wishlist,2024-01-31T05:58:25.877450
E00012130,U008124,P001099,view,2024-01-26T13:38:21.711006
E00012131,U007144,P001388,wishlist,2024-05-11T09:28:43.721066
E00012132,U009576,P001404,purchase,2025-05-28T00:03:14.476838
E00012133,U003018,P000401,view,2025-08-24T15:11:48.745754
E00012134,U006188,P001348,view,2025-03-24T05:41:28.075448
E00012135,U003749,P001504,view,2025-11-06T02:27:45.805786
E00012136,U000168,P000442,view,2024-01-13T00:43:23.923336
E00012137,U000070,P001456,wishlist,2025-02-03T01:09:13.303677
E00012138,U000579,P001636,view,2024-03-17T19:48:47.499321
E00012139,U005509,P000538,cart,2024-08-13T07:08:16.894719
E00012140,U004045,P001027,view,2024-12-16T10:01:20.757930
E00012141,U004002,P000751,view,2024-09-18T00:09:49.363304
E00012142,U005958,P001821,view,2024-04-07T03:21:28.044223
E00012143,U005042,P001952,view,2024-03-31T15:54:07.847876
E00012144,U004760,P000660,cart,2024-04-09T04:24:35.016448
E00012145,U005338,P001807,purchase,2025-02-27T13:30:07.043883
E00012146,U002441,P000856,cart,2024-12-04T22:52:29.692029
E00012147,U003397,P000350,cart,2025-05-27T19:08:48.233869
E00012148,U007636,P001971,view,2024-08-07T07:56:02.758802
E00012149,U008779,P000523,view,2024-03-17T12:43:43.347237
E00012150,U005053,P000072,view,2025-04-02T09:11:12.348682
E00012151,U004358,P001287,view,2025-08-01T21:42:28.483262
E00012152,U009360,P000484,view,2025-05-28T20:46:07.053536
E00012153,U003239,P001938,cart,2025-10-16T01:42:18.571374
E00012154,U008369,P000946,view,2024-03-14T14:40:13.066029
E00012155,U001234,P001913,view,2024-04-24T20:29:38.538597
E00012156,U009141,P001164,wishlist,2025-11-05T10:06:44.979286
E00012157,U006983,P000013,view,2024-08-08T04:26:40.111377
E00012158,U001165,P001136,cart,2024-12-02T06:53:04.027663
E00012159,U006682,P000881,wishlist,2025-08-05T07:43:13.087313
E00012160,U006782,P000392,view,2024-10-22T05:04:53.826525
E00012161,U000449,P001570,view,2025-08-24T12:23:33.409878
E00012162,U000485,P001327,view,2025-11-05T16:48:17.705015
E00012163,U009030,P001118,view,2024-10-30T15:03:00.926038
E00012164,U005424,P000981,cart,2025-11-04T04:09:20.878989
E00012165,U007139,P001888,view,2024-08-14T10:47:40.555756
E00012166,U009958,P001153,view,2024-12-22T15:29:02.179902
E00012167,U003015,P000435,view,2024-12-12T20:54:40.475484
E00012168,U004844,P000376,view,2024-03-31T15:45:41.449885
E00012169,U003557,P001733,wishlist,2025-01-06T13:09:54.220614
E00012170,U004986,P001093,wishlist,2025-04-29T20:02:25.525720
E00012171,U002504,P001949,view,2024-01-10T15:29:02.722751
E00012172,U004804,P000966,view,2024-08-09T15:18:49.002066
E00012173,U003355,P001607,view,2025-10-16T06:22:57.741209
E00012174,U008912,P000131,view,2024-05-11T10:08:08.543246
E00012175,U005589,P000017,view,2025-07-30T20:34:55.036016
E00012176,U008047,P001874,view,2025-09-21T09:01:01.950871
E00012177,U000331,P000335,view,2025-06-02T16:06:04.014878
E00012178,U009760,P000248,view,2024-08-21T01:13:36.354766
E00012179,U009935,P000210,view,2024-11-30T07:19:07.142949
E00012180,U001740,P001265,view,2024-02-13T17:37:15.121699
E00012181,U002594,P001530,view,2025-09-26T01:18:17.101463
E00012182,U008044,P001076,purchase,2025-08-17T17:29:36.318813
E00012183,U008275,P000257,view,2024-01-11T09:48:02.905809
E00012184,U004904,P000379,wishlist,2025-10-03T06:55:11.150271
E00012185,U009061,P000299,view,2025-01-14T02:00:46.431675
E00012186,U005914,P000861,wishlist,2025-05-02T00:16:19.852761
E00012187,U004576,P001464,view,2025-02-13T07:00:34.160234
E00012188,U001033,P001393,view,2024-07-07T21:58:28.000279
E00012189,U003605,P000312,view,2025-05-15T17:33:46.625873
E00012190,U001026,P000365,view,2025-02-04T04:51:54.009912
E00012191,U008393,P000723,view,2024-04-28T12:07:42.663826
E00012192,U000226,P000562,view,2024-05-27T18:54:09.009725
E00012193,U006285,P000708,view,2024-12-03T03:15:54.772780
E00012194,U000865,P001144,view,2024-07-04T22:36:05.419301
E00012195,U002940,P001149,view,2024-02-04T17:57:19.928751
E00012196,U007593,P000488,view,2024-10-21T03:27:50.329594
E00012197,U001895,P000856,view,2025-10-13T02:51:44.137906
E00012198,U004265,P001835,purchase,2024-03-15T09:36:17.510920
E00012199,U009558,P001160,view,2024-01-16T12:16:01.614891
E00012200,U008113,P000662,view,2024-08-25T04:24:59.372429
E00012201,U008513,P001442,view,2025-11-14T10:57:35.619048
E00012202,U000677,P000018,view,2025-09-02T00:44:59.278055
E00012203,U002326,P001800,wishlist,2025-05-25T12:13:16.582605
E00012204,U006951,P000566,view,2025-11-09T00:56:26.261070
E00012205,U009958,P001708,view,2024-11-03T10:35:05.702315
E00012206,U007280,P001328,view,2025-06-07T22:47:17.525532
E00012207,U009762,P001470,cart,2024-10-05T09:43:16.297482
E00012208,U004273,P001221,purchase,2025-05-05T14:29:53.103499
E00012209,U007725,P000609,view,2024-03-25T14:30:47.232042
E00012210,U004811,P000358,cart,2025-04-03T10:20:27.766906
E00012211,U008184,P000864,view,2024-07-29T08:02:51.412322
E00012212,U002656,P001725,view,2025-04-06T21:55:12.300189
E00012213,U007427,P000589,cart,2025-09-01T21:14:06.755493
E00012214,U002466,P000273,view,2025-08-25T18:29:38.450840
E00012215,U008016,P000913,view,2025-11-14T00:49:32.765413
E00012216,U000215,P001094,view,2025-07-14T12:19:20.565425
E00012217,U001544,P001953,cart,2025-04-30T03:50:28.219875
E00012218,U000211,P001407,view,2024-11-29T22:48:38.110970
E00012219,U005242,P000634,view,2024-04-28T08:46:33.012599
E00012220,U007479,P000933,view,2025-08-03T07:09:46.593270
E00012221,U003421,P000966,view,2025-09-13T14:46:08.332912
E00012222,U009873,P001586,view,2024-11-17T20:53:55.919873
E00012223,U008248,P000561,cart,2024-08-10T14:34:20.815065
E00012224,U009802,P000511,view,2025-09-15T08:27:31.251771
E00012225,U000876,P001186,view,2024-02-08T05:16:04.509387
E00012226,U003208,P001903,view,2024-11-27T14:30:55.303657
E00012227,U006220,P001026,view,2024-05-03T21:28:37.107263
E00012228,U001319,P001104,view,2024-03-04T01:44:28.964629
E00012229,U005842,P000149,view,2024-11-01T19:38:31.349168
E00012230,U007033,P000688,view,2024-01-05T08:21:33.984016
E00012231,U007174,P000141,wishlist,2024-10-13T21:21:01.270108
E00012232,U009847,P000277,view,2025-10-07T12:44:16.992111
E00012233,U001117,P001047,view,2025-02-19T19:10:28.319841
E00012234,U005456,P001666,view,2025-02-06T16:04:57.189517
E00012235,U007969,P001905,view,2025-10-09T21:23:00.711813
E00012236,U003528,P001052,view,2024-03-23T06:19:37.965314
E00012237,U007559,P001924,view,2024-07-12T14:42:16.489485
E00012238,U000625,P000525,view,2025-08-31T08:49:48.336887
E00012239,U002081,P001253,view,2025-01-28T20:30:29.005815
E00012240,U004127,P000975,view,2025-02-22T02:21:26.847461
E00012241,U003290,P000313,wishlist,2025-07-15T23:03:00.106781
E00012242,U004319,P001803,view,2024-11-01T08:54:30.826657
E00012243,U003834,P000805,view,2024-08-15T16:00:38.496605
E00012244,U005682,P000726,view,2024-06-11T21:57:45.051129
E00012245,U002236,P001735,cart,2024-04-02T17:12:49.867865
E00012246,U000749,P001763,view,2024-06-17T17:27:11.719155
E00012247,U003378,P001759,wishlist,2025-10-29T07:13:11.816578
E00012248,U006020,P000190,view,2025-07-24T11:55:24.966499
E00012249,U005719,P000735,view,2024-05-18T22:11:15.629049
E00012250,U006792,P001119,view,2024-12-05T08:17:40.268766
E00012251,U006931,P001661,view,2024-07-30T10:11:39.269880
E00012252,U004341,P001092,cart,2024-01-09T07:04:23.083154
E00012253,U009503,P001994,purchase,2024-01-25T11:14:03.490461
E00012254,U005416,P000183,wishlist,2025-03-11T23:50:48.129046
E00012255,U007074,P001144,view,2025-09-07T02:45:18.415167
E00012256,U003550,P001843,view,2024-09-07T07:14:19.900816
E00012257,U005731,P001840,view,2024-04-21T14:03:25.147342
E00012258,U006096,P000377,cart,2024-11-22T20:19:12.286189
E00012259,U009113,P001117,wishlist,2024-12-02T22:56:44.330980
E00012260,U002779,P000500,view,2024-02-25T23:31:34.524222
E00012261,U007019,P001824,cart,2024-01-29T04:22:40.755329
E00012262,U004918,P001615,view,2024-02-19T07:29:59.184383
E00012263,U000034,P001240,view,2025-03-25T15:18:36.576812
E00012264,U003381,P000044,view,2024-04-13T19:16:56.880458
E00012265,U007592,P000054,purchase,2025-02-09T09:08:15.987183
E00012266,U001376,P001200,view,2024-08-01T00:40:50.714622
E00012267,U002713,P000222,view,2025-08-10T07:34:11.260952
E00012268,U009709,P000924,view,2025-03-22T10:48:34.010126
E00012269,U003082,P000450,view,2025-01-14T10:21:36.489495
E00012270,U009153,P001436,cart,2025-08-14T17:54:21.849062
E00012271,U008149,P000413,cart,2025-05-22T18:56:24.422450
E00012272,U002477,P001133,view,2024-05-15T19:25:49.607803
E00012273,U001021,P000335,view,2024-01-29T09:01:08.292375
E00012274,U000149,P000886,view,2024-08-12T02:09:06.338400
E00012275,U007535,P001735,view,2024-04-22T23:08:01.445852
E00012276,U003546,P001456,view,2025-08-17T15:37:04.274675
E00012277,U001845,P000137,view,2025-08-13T00:08:57.293296
E00012278,U008392,P001104,view,2025-06-21T13:23:03.304927
E00012279,U004098,P001785,view,2025-07-15T03:03:52.023948
E00012280,U009617,P000571,view,2025-05-18T20:40:10.818812
E00012281,U007898,P001171,wishlist,2025-03-16T08:16:09.473102
E00012282,U001298,P001106,view,2025-01-24T11:52:52.631744
E00012283,U004258,P001545,view,2024-06-26T14:36:18.397342
E00012284,U000213,P001898,view,2025-04-29T10:17:03.200587
E00012285,U007781,P000031,view,2025-05-06T07:46:06.364469
E00012286,U008957,P001005,view,2025-09-07T21:53:54.945374
E00012287,U000276,P001520,view,2024-06-16T09:45:32.716613
E00012288,U009137,P000222,view,2025-06-01T11:46:38.467017
E00012289,U003839,P001097,cart,2025-03-03T18:55:02.019515
E00012290,U005010,P000084,cart,2024-03-06T15:19:48.785058
E00012291,U006822,P000861,view,2024-02-29T04:24:24.957931
E00012292,U002381,P001538,view,2024-03-05T07:44:39.656135
E00012293,U001155,P001299,view,2025-11-14T11:47:32.148012
E00012294,U004774,P001297,view,2025-10-22T05:21:19.017761
E00012295,U007919,P001454,wishlist,2024-02-10T00:32:17.381468
E00012296,U006641,P001893,purchase,2024-05-11T19:21:51.567359
E00012297,U004397,P001634,view,2024-07-12T11:25:29.965770
E00012298,U004316,P000129,view,2024-11-30T20:56:42.615873
E00012299,U005957,P001266,view,2025-03-17T00:52:30.881171
E00012300,U007800,P001770,view,2025-09-25T08:08:46.535992
E00012301,U006291,P000774,view,2024-07-24T05:03:31.439741
E00012302,U005046,P001614,view,2025-08-15T18:00:18.822043
E00012303,U003841,P000682,cart,2024-11-27T07:12:46.046921
E00012304,U009400,P001223,view,2025-08-01T12:30:20.167148
E00012305,U009297,P000308,cart,2025-08-25T02:59:41.377141
E00012306,U008111,P000392,wishlist,2024-04-24T16:25:39.615795
E00012307,U008290,P000080,view,2024-01-29T12:01:37.272520
E00012308,U006024,P000117,view,2025-11-10T16:07:16.326213
E00012309,U003812,P001615,cart,2025-05-11T18:46:35.976635
E00012310,U003501,P001402,view,2024-08-11T06:17:40.617539
E00012311,U004981,P001297,view,2025-01-06T19:58:50.239907
E00012312,U004173,P000612,cart,2025-03-18T05:46:30.298650
E00012313,U004348,P000822,wishlist,2024-09-24T09:51:34.369595
E00012314,U008767,P000992,view,2025-03-14T20:06:24.066691
E00012315,U007373,P000200,cart,2025-06-14T17:49:01.903994
E00012316,U004292,P000166,view,2024-05-28T11:41:39.540317
E00012317,U007618,P000074,view,2024-07-25T02:47:51.671070
E00012318,U008584,P001147,view,2025-04-27T16:00:02.749637
E00012319,U005510,P001023,view,2024-01-13T12:15:41.818847
E00012320,U000866,P001179,view,2024-05-14T15:37:58.393323
E00012321,U003600,P001929,view,2024-08-19T02:56:29.206045
E00012322,U002156,P001943,wishlist,2025-04-24T16:24:02.345892
E00012323,U006372,P001771,view,2025-10-21T13:46:36.688958
E00012324,U001499,P000657,view,2024-05-05T05:28:12.858502
E00012325,U005394,P000387,cart,2024-02-07T17:19:00.824989
E00012326,U001618,P001971,cart,2025-09-18T16:24:05.419559
E00012327,U007040,P000953,wishlist,2025-11-08T12:03:40.590298
E00012328,U008492,P000059,view,2025-05-07T02:18:35.178524
E00012329,U005469,P001576,view,2024-11-28T23:57:24.812419
E00012330,U007716,P000055,view,2025-08-04T14:48:47.084365
E00012331,U008495,P001577,view,2025-06-18T14:06:30.799083
E00012332,U009925,P001006,view,2024-04-22T10:32:40.719884
E00012333,U009963,P000488,purchase,2024-01-24T18:04:52.055478
E00012334,U007516,P001283,view,2024-07-11T02:55:15.555922
E00012335,U008599,P001580,view,2024-08-07T19:42:13.177598
E00012336,U009427,P000226,view,2025-11-04T01:34:21.982325
E00012337,U004672,P001316,wishlist,2024-07-25T14:46:19.856081
E00012338,U003962,P001355,cart,2025-04-16T07:20:23.447917
E00012339,U002064,P000757,view,2024-11-22T11:57:14.609218
E00012340,U004784,P000786,view,2024-07-29T12:58:12.889724
E00012341,U002102,P001103,view,2025-04-23T22:24:59.991070
E00012342,U005926,P001913,view,2024-10-26T10:36:45.929255
E00012343,U000855,P001584,view,2025-10-21T21:15:40.943825
E00012344,U001396,P000950,view,2024-09-20T08:43:46.215354
E00012345,U007597,P000287,view,2024-03-02T14:10:08.349436
E00012346,U001740,P000768,view,2024-09-13T09:15:10.359167
E00012347,U007391,P000634,view,2025-04-11T17:46:54.347831
E00012348,U000545,P001607,purchase,2025-10-10T03:01:24.107754
E00012349,U000278,P001762,purchase,2025-03-24T07:09:09.595521
E00012350,U003783,P000791,view,2024-11-04T09:52:35.043537
E00012351,U000217,P000463,view,2024-07-06T10:23:12.474480
E00012352,U009807,P000719,view,2024-03-02T07:19:44.253802
E00012353,U001587,P001970,view,2025-08-18T10:05:20.292491
E00012354,U005659,P001743,cart,2024-09-28T17:08:51.030395
E00012355,U003913,P000582,view,2025-11-04T19:36:01.227846
E00012356,U002704,P001723,view,2024-07-22T22:37:42.357451
E00012357,U000003,P001965,view,2024-12-31T03:18:30.633918
E00012358,U003738,P001898,view,2025-08-17T19:03:07.031123
E00012359,U008038,P000573,view,2025-08-24T04:27:54.154447
E00012360,U009651,P001959,cart,2024-09-28T10:47:54.541378
E00012361,U004885,P001852,view,2025-04-26T11:51:49.893493
E00012362,U004923,P000875,view,2024-09-03T07:42:54.924655
E00012363,U003985,P001784,cart,2024-02-11T04:54:57.845520
E00012364,U008493,P001397,view,2024-08-11T17:42:04.449614
E00012365,U003639,P001856,view,2025-06-19T06:11:55.299666
E00012366,U007494,P000474,wishlist,2024-08-09T01:00:05.914932
E00012367,U007058,P001460,view,2025-05-10T08:05:49.313480
E00012368,U005718,P001706,wishlist,2024-04-30T19:53:44.547489
E00012369,U002258,P001785,view,2024-03-10T08:11:12.496247
E00012370,U009643,P000003,view,2024-01-01T18:17:43.464427
E00012371,U001147,P001530,cart,2024-02-18T08:56:58.301395
E00012372,U007763,P000791,view,2025-06-16T04:03:01.212486
E00012373,U008759,P000593,view,2025-02-02T13:18:47.420959
E00012374,U000663,P001797,view,2024-10-31T01:22:52.036022
E00012375,U005243,P000623,view,2025-08-07T08:02:58.273735
E00012376,U008228,P000465,cart,2024-06-06T11:58:37.391714
E00012377,U004656,P001813,view,2025-09-27T11:02:11.412421
E00012378,U002190,P000648,cart,2025-09-13T14:25:43.541857
E00012379,U001495,P001174,view,2025-11-06T16:54:31.902198
E00012380,U004489,P002000,purchase,2024-02-18T05:24:36.873495
E00012381,U008708,P000490,view,2024-05-06T13:11:28.169006
E00012382,U006051,P000576,view,2025-10-22T02:13:08.036389
E00012383,U004384,P000970,view,2024-08-15T06:51:02.326575
E00012384,U000070,P000833,purchase,2024-01-04T15:57:43.445468
E00012385,U005290,P001531,view,2025-09-15T14:30:56.774651
E00012386,U005495,P001403,view,2024-09-14T15:36:59.508229
E00012387,U007791,P001012,view,2024-05-14T23:01:24.135354
E00012388,U003169,P000504,purchase,2024-08-18T16:13:34.983343
E00012389,U007293,P001536,view,2025-06-29T18:20:01.153540
E00012390,U006404,P001548,view,2024-04-22T09:05:33.281379
E00012391,U006990,P001098,view,2025-07-31T07:38:12.176751
E00012392,U009296,P001394,cart,2024-11-08T01:52:18.117345
E00012393,U000709,P000709,view,2025-07-10T09:36:36.029598
E00012394,U004142,P001165,view,2024-07-07T07:33:13.152613
E00012395,U009729,P001980,view,2024-05-12T13:08:24.103968
E00012396,U000961,P000390,purchase,2024-06-03T04:45:51.166221
E00012397,U003386,P001459,purchase,2024-04-24T01:40:15.801331
E00012398,U000767,P001100,purchase,2025-03-04T00:08:31.250099
E00012399,U008053,P000364,view,2024-04-16T01:00:03.587959
E00012400,U006260,P000813,view,2024-12-15T11:44:02.063883
E00012401,U008479,P000801,cart,2025-08-14T07:45:32.671201
E00012402,U006365,P001292,view,2024-11-26T13:18:40.146805
E00012403,U005070,P001702,view,2025-10-22T05:52:49.248242
E00012404,U001807,P000836,view,2024-07-31T02:21:58.035259
E00012405,U006470,P001290,cart,2025-03-30T07:52:29.674554
E00012406,U001742,P000966,view,2025-03-16T07:35:00.105220
E00012407,U002037,P000915,view,2025-06-16T10:01:35.834559
E00012408,U000071,P001221,view,2024-01-02T18:50:25.947047
E00012409,U003349,P001018,view,2024-07-14T06:38:52.651466
E00012410,U001127,P000319,view,2025-01-23T08:30:23.664423
E00012411,U007372,P001094,purchase,2024-08-28T16:13:15.241484
E00012412,U001889,P000957,cart,2024-05-21T04:45:07.035693
E00012413,U007197,P001994,view,2024-05-15T06:26:57.794798
E00012414,U003727,P000454,view,2024-08-02T16:58:09.188787
E00012415,U001802,P001137,purchase,2025-07-08T22:43:22.673033
E00012416,U000059,P000209,view,2025-06-27T02:13:25.728460
E00012417,U009293,P001074,view,2025-03-25T21:14:06.523090
E00012418,U004195,P000542,view,2024-11-28T01:18:23.587430
E00012419,U007453,P001053,view,2024-08-06T17:59:40.626158
E00012420,U009578,P000956,view,2024-11-11T03:25:14.053911
E00012421,U003420,P000124,view,2024-06-13T05:35:22.977616
E00012422,U003794,P000332,view,2024-02-12T05:14:31.287629
E00012423,U006642,P000590,wishlist,2024-12-30T17:54:36.720485
E00012424,U009530,P001125,cart,2025-07-18T14:08:48.577119
E00012425,U002055,P000980,view,2025-05-12T01:23:11.407270
E00012426,U007044,P000247,view,2024-08-02T19:00:00.312047
E00012427,U008543,P000338,view,2025-07-29T04:13:09.783216
E00012428,U005968,P000293,view,2024-05-17T05:23:41.963915
E00012429,U002227,P001620,cart,2024-03-20T10:12:45.421397
E00012430,U004203,P000777,view,2025-07-05T17:47:26.499891
E00012431,U004868,P000639,purchase,2024-03-13T00:33:49.623869
E00012432,U005755,P000378,view,2025-02-09T01:01:32.986709
E00012433,U009084,P000866,view,2025-07-18T11:40:54.731930
E00012434,U001218,P001138,view,2024-05-21T00:17:58.958931
E00012435,U004953,P001221,purchase,2024-03-04T02:35:53.964593
E00012436,U006196,P000781,view,2025-01-01T17:56:30.126745
E00012437,U008735,P000054,view,2025-11-07T01:39:17.835791
E00012438,U001889,P001493,view,2024-09-24T15:33:08.095737
E00012439,U001872,P000817,view,2024-11-01T05:07:20.678073
E00012440,U002664,P000425,view,2024-03-14T11:30:27.852445
E00012441,U003173,P001808,cart,2024-10-26T13:40:50.508693
E00012442,U002375,P001014,wishlist,2024-09-06T17:36:20.658410
E00012443,U002131,P000471,view,2024-04-10T01:57:03.631832
E00012444,U001246,P000812,view,2025-06-09T10:37:07.124830
E00012445,U002048,P001436,view,2024-11-22T20:23:29.064884
E00012446,U007363,P001157,purchase,2024-03-10T05:04:47.769618
E00012447,U005378,P001718,cart,2025-02-11T04:06:22.238827
E00012448,U008206,P001002,cart,2024-04-08T01:17:26.452983
E00012449,U000215,P001032,view,2025-06-22T21:29:38.955527
E00012450,U004441,P000160,view,2024-06-15T13:03:15.733613
E00012451,U008119,P001161,view,2024-06-10T18:28:26.692445
E00012452,U007475,P000676,purchase,2024-07-26T01:14:53.790400
E00012453,U007321,P000562,cart,2025-09-20T05:54:37.512724
E00012454,U003268,P001384,view,2024-03-03T11:47:55.960959
E00012455,U008454,P000968,view,2025-08-19T06:06:53.189204
E00012456,U008313,P000658,view,2024-04-30T12:50:43.831885
E00012457,U003873,P001662,view,2024-06-18T21:08:49.842647
E00012458,U003066,P000219,cart,2024-10-10T23:49:48.994524
E00012459,U006270,P001400,view,2025-09-07T15:13:18.453846
E00012460,U000696,P001863,view,2025-10-09T19:12:06.441949
E00012461,U002137,P000283,view,2024-12-18T23:30:29.648287
E00012462,U009189,P000286,view,2025-08-13T07:24:42.193028
E00012463,U002848,P001328,view,2024-01-03T16:58:46.508118
E00012464,U008641,P000857,wishlist,2025-07-21T09:41:01.526643
E00012465,U003122,P000035,view,2024-06-18T15:30:30.543584
E00012466,U004466,P001257,cart,2024-12-10T14:13:21.024305
E00012467,U007668,P001265,view,2024-11-02T20:41:21.333243
E00012468,U007734,P001669,view,2025-08-28T08:12:47.503317
E00012469,U000880,P001597,view,2025-06-16T02:15:41.866892
E00012470,U004330,P000212,view,2025-06-08T21:50:04.193299
E00012471,U001300,P000516,view,2024-12-17T11:21:55.870397
E00012472,U001900,P000609,view,2024-03-08T02:13:46.086567
E00012473,U007673,P001382,cart,2024-11-28T18:55:26.988193
E00012474,U000239,P001334,cart,2025-04-12T22:51:23.660356
E00012475,U008061,P000820,view,2025-08-20T03:53:34.097993
E00012476,U003093,P000173,view,2024-09-19T05:32:43.740158
E00012477,U001805,P001267,purchase,2025-06-26T03:16:03.518175
E00012478,U005439,P001229,view,2025-04-11T09:45:01.643025
E00012479,U008218,P000747,view,2025-03-24T22:40:06.641928
E00012480,U006813,P000449,cart,2024-05-20T16:21:58.137981
E00012481,U008679,P000985,wishlist,2024-11-28T11:49:00.225720
E00012482,U008941,P001455,cart,2024-02-10T00:55:01.704430
E00012483,U005267,P000319,wishlist,2024-08-19T12:03:30.408821
E00012484,U007375,P001084,view,2024-10-24T12:34:14.367127
E00012485,U000143,P000714,view,2025-04-23T13:07:16.657942
E00012486,U009390,P001575,cart,2024-07-24T10:04:54.487903
E00012487,U005663,P000174,view,2024-09-12T03:13:32.184044
E00012488,U004267,P000356,wishlist,2025-04-03T17:28:07.205617
E00012489,U007465,P001121,view,2025-02-05T23:01:08.985403
E00012490,U001546,P001169,purchase,2024-10-25T18:54:18.874934
E00012491,U008543,P001841,purchase,2025-03-31T06:23:07.940080
E00012492,U008603,P001920,view,2025-07-16T02:49:06.613381
E00012493,U005480,P001777,view,2024-06-11T23:30:03.724920
E00012494,U008629,P001911,view,2024-02-23T01:31:47.171833
E00012495,U007603,P001725,wishlist,2024-01-24T06:43:13.676601
E00012496,U008843,P001274,view,2025-03-07T19:11:16.801516
E00012497,U007046,P001477,cart,2024-01-11T22:37:34.035259
E00012498,U002614,P001707,view,2024-03-25T02:16:31.499639
E00012499,U009046,P001293,view,2024-06-21T12:27:33.986181
E00012500,U002549,P001761,view,2024-06-16T22:48:52.797895
E00012501,U009458,P000246,view,2024-11-30T04:35:39.639812
E00012502,U008529,P000693,view,2024-10-03T07:52:08.260303
E00012503,U006846,P000793,view,2024-01-16T16:17:14.422379
E00012504,U001711,P000654,view,2025-08-01T04:45:12.020146
E00012505,U002712,P001317,cart,2025-10-29T16:30:08.232766
E00012506,U001421,P001568,cart,2024-10-05T08:16:40.422302
E00012507,U004086,P001593,wishlist,2025-04-15T13:16:07.211859
E00012508,U003650,P000810,view,2025-11-09T20:30:45.338923
E00012509,U004320,P001980,view,2025-06-27T16:43:00.582493
